,Name,Price,Seller,Amount Sold,Seller's town,Rating
525,Cancimen Batagor Kuah Instan Cemilan Cup Kekinian Khas Garut - LEVEL 7,Rp17.000,The Little Snacks,50+ terjual,Tangerang Selatan,4.7
526,Baso Aci Instan isi ayam suwir,Rp15.000,baso aci food by windi,,Kab. Bogor,
527,krupuk seblak mini pedas  250gram,Rp13.500,Vinsnack,1 terjual,Tangerang,5.0
528,Gelichips Seblak Kering Gurih isi 260gram - Combo Seblak Kering 4pcs - Basreng 4pcs,Rp49.000,Lidigeli,17 terjual,Kab. Garut,5.0
529,Seblak / Seblak Kering / Kerupuk Seblak Kering Pedas,Rp15.000,Bung Boe Snack,40+ terjual,Kab. Sumedang,5.0
530,kerupuk mix 100 gram campuran seblak,Rp2.999,ArfaOnlineShop,20 terjual,Tangerang,5.0
531,Seblak Kering Sebring Pedas Daun Jeruk Seblak Kacang Enak Gurih,Rp8.899,super.shoop,6 terjual,Bandung,5.0
532,"BUNDLING 2 (1 SEBLAK , 1 BASO ACI, 1 KEJU AROMA)",Rp98.000,Sajodo Snack & Food,3 terjual,Tasikmalaya,5.0
533,seblak kering,Rp13.500,kios sayur Teh Mirah,2 terjual,Jakarta Timur,5.0
534,"Siomay Kering Ukuran Besar 1 pcs - Toping Baso Aci, Seblak, Cuanki Dll",Rp370,Pusat Grosir Cuanki,40+ terjual,Kab. Bandung,5.0
535,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
536,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
537,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
538,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
539,seblak instan jeletot jajanan hits bandung 1 porsi,Rp4.180,tokomakanankalimantan,1rb+ terjual,Jakarta Barat,4.8
540,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
541,KERUPUK SEBLAK PEDAS / KRUPUK SEBLAK KERING DAUN JERUK PEDES,Rp25.000,LEGIT SNACK,24 terjual,Jakarta Barat,5.0
542,Kerupuk Seblak / Seblak / Kering Pedas /,Rp9.800,Anggris store,40+ terjual,Kab. Bogor,4.8
543,"siomay kering bandung 500 gr. untuk baso aci, seblak ,mie ayam dll",Rp14.999,aghniya,750+ terjual,Tangerang Selatan,4.9
544,"BATAGOR MINI KERING 100 PCS TOPING BASO ACI, SEBLAK DAN MIE INSTAN",Rp8.000,global cookware1,500+ terjual,Jakarta Barat,4.9
545,Seblak RAFAEL | Seblak MAMANG RAFAEL | Seblak Viral,Rp40.000,Naturally Plus Jakarta,100+ terjual,Kab. Tangerang,5.0
546,Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,Rp20.000,KRIUK JAYA,26 terjual,Jakarta Barat,4.9
547,Krupuk seblak mawar rafael pedas 500gr,Rp20.000,Markas Makaroni,100+ terjual,Kab. Bekasi,4.9
548,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
549,Krupuk seblak mawar rafael pedas 250gram,Rp12.500,Markas Makaroni,100+ terjual,Kab. Bekasi,4.7
550,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
551,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
552,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
553,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
554,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,Rp4.550,ivy's-kitchen,500+ terjual,Kab. Tangerang,4.7
555,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
556,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
557,Seblak Instan Komplit Pedas Gurih Nikmat,Rp5.999,Baso Aci Ayang,2rb+ terjual,Kab. Garut,4.9
558,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
559,"seblak ceker 250 gr pedas daun jeruk, gurih,cemilan bikin nagih",Rp9.999,aghniya,60+ terjual,Tangerang Selatan,4.8
560,Geli Food Seblak Ceker Tanpa Tulang Super Pedas 180gr,Rp22.500,Lidigeli,29 terjual,Kab. Garut,5.0
561,Kylafood Seblak Cup,Rp11.000,Kylafood Jakarta,100+ terjual,Jakarta Selatan,4.9
562,"Seblak Rafael, Seblak Coet Instan Halal",Rp25.000,Brother Meat Shop,40+ terjual,Depok,5.0
563,KERUPUK KRUPUK SEBLAK PEDAS 250 GR,Rp17.248,TOKO KUE MEISYA,100+ terjual,Jakarta Pusat,4.9
564,KRUPUK STIK RASA UDANG CAP PADI KAPAS KHAS INDRAMAYU BISA BUAT SEBLAK,Rp19.050,dariimyu,100+ terjual,Kab. Indramayu,5.0
565,"Basreng 100 gram Ori, Seblak, Pedas Manis, Super Pedas isi 100gr",Rp7.599,Grosir Besar Kalimantan,4 terjual,Banjarbaru,5.0
566,Batagor Seblak Cuanki Kuah Rebus Instan Ma Acih Cemilan Tradisional,Rp20.750,TOSERDA,90+ terjual,Bandung,4.8
567,Seblak Jeletot Level 5,Rp27.000,KulinerIndo,10 terjual,Yogyakarta,5.0
568,Tahu Keriting STANDAR isi 150 untuk Toping Baso Aci Seblak Indomie,Rp37.379,gaiagarut,100+ terjual,Kab. Garut,4.9
569,Snack Cemilan Seblak Siomay 250 gram,Rp15.000,Mokosnacksby,80+ terjual,Surabaya,4.9
570,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
571,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
572,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
573,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
574,seblak instan jeletot jajanan hits bandung 1 porsi,Rp4.180,tokomakanankalimantan,1rb+ terjual,Jakarta Barat,4.8
575,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
576,KERUPUK SEBLAK PEDAS / KRUPUK SEBLAK KERING DAUN JERUK PEDES,Rp25.000,LEGIT SNACK,24 terjual,Jakarta Barat,5.0
577,Kerupuk Seblak / Seblak / Kering Pedas /,Rp9.800,Anggris store,40+ terjual,Kab. Bogor,4.8
578,"siomay kering bandung 500 gr. untuk baso aci, seblak ,mie ayam dll",Rp14.999,aghniya,750+ terjual,Tangerang Selatan,4.9
579,"BATAGOR MINI KERING 100 PCS TOPING BASO ACI, SEBLAK DAN MIE INSTAN",Rp8.000,global cookware1,500+ terjual,Jakarta Barat,4.9
580,Seblak RAFAEL | Seblak MAMANG RAFAEL | Seblak Viral,Rp40.000,Naturally Plus Jakarta,100+ terjual,Kab. Tangerang,5.0
581,Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,Rp20.000,KRIUK JAYA,26 terjual,Jakarta Barat,4.9
582,Krupuk seblak mawar rafael pedas 500gr,Rp20.000,Markas Makaroni,100+ terjual,Kab. Bekasi,4.9
583,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
584,Krupuk seblak mawar rafael pedas 250gram,Rp12.500,Markas Makaroni,100+ terjual,Kab. Bekasi,4.7
585,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
586,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
587,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
588,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
589,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,Rp4.550,ivy's-kitchen,500+ terjual,Kab. Tangerang,4.7
590,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
591,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
592,Seblak Instan Komplit Pedas Gurih Nikmat,Rp5.999,Baso Aci Ayang,2rb+ terjual,Kab. Garut,4.9
593,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
594,"seblak ceker 250 gr pedas daun jeruk, gurih,cemilan bikin nagih",Rp9.999,aghniya,60+ terjual,Tangerang Selatan,4.8
595,Kerupuk seblak pedas 500 Grm / kerupuk seblak pedas kencur,Rp22.500,adistri snack,,Kab.Ciamis,
596,kerupuk seblak 1kg - 1 kg,Rp42.000,zyvasnack,1 terjual,Kab. Purworejo,
597,Seblak Merah Pedas / Kerupuk Bawang Oleh Oleh Bandung Odjolali,Rp9.000,The Little Snacks,500+ terjual,Tangerang Selatan,4.9
598,kerupuk seblak pedas 1/2 kg / kerupuk seblak ½ - Pedas,Rp20.482,Adila_Putri_Snack,100+ terjual,Kab.Ciamis,4.8
599,seblak kencur / okesnack,Rp10.000,oke snack,750+ terjual,Jakarta Selatan,4.9
600,SEBLAK GEPREK,Rp14.500,JAJANAN AJIB,30+ terjual,Kab. Garut,5.0
601,SEBLAK INSTAN | BASO ACI | CUANKIE KUAH INSTAN,Rp4.999,Kairashop_id,5 terjual,Surabaya,
602,SEBLAK MANGADE DAUN JERUK BOX BESAR,Rp10.000,macaronimangade,100+ terjual,Malang,4.9
603,tahu KERITING STANDAR 75pcs untuk Toping Baso Aci Seblak Indomie,Rp20.999,gaiagarut,60+ terjual,Kab. Garut,4.8
604,Soun Seblak Geprek Samiraos,Rp17.999,Boci (Baso Aci) Kedamaian BDL,,Bandar Lampung,
605,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
606,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
607,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
608,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
609,seblak instan jeletot jajanan hits bandung 1 porsi,Rp4.180,tokomakanankalimantan,1rb+ terjual,Jakarta Barat,4.8
610,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
611,KERUPUK SEBLAK PEDAS / KRUPUK SEBLAK KERING DAUN JERUK PEDES,Rp25.000,LEGIT SNACK,24 terjual,Jakarta Barat,5.0
612,Kerupuk Seblak / Seblak / Kering Pedas /,Rp9.800,Anggris store,40+ terjual,Kab. Bogor,4.8
613,"siomay kering bandung 500 gr. untuk baso aci, seblak ,mie ayam dll",Rp14.999,aghniya,750+ terjual,Tangerang Selatan,4.9
614,"BATAGOR MINI KERING 100 PCS TOPING BASO ACI, SEBLAK DAN MIE INSTAN",Rp8.000,global cookware1,500+ terjual,Jakarta Barat,4.9
615,Seblak RAFAEL | Seblak MAMANG RAFAEL | Seblak Viral,Rp40.000,Naturally Plus Jakarta,100+ terjual,Kab. Tangerang,5.0
616,Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,Rp20.000,KRIUK JAYA,26 terjual,Jakarta Barat,4.9
617,Krupuk seblak mawar rafael pedas 500gr,Rp20.000,Markas Makaroni,100+ terjual,Kab. Bekasi,4.9
618,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
619,Krupuk seblak mawar rafael pedas 250gram,Rp12.500,Markas Makaroni,100+ terjual,Kab. Bekasi,4.7
620,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
621,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
622,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
623,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
624,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,Rp4.550,ivy's-kitchen,500+ terjual,Kab. Tangerang,4.7
625,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
626,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
627,Seblak Instan Komplit Pedas Gurih Nikmat,Rp5.999,Baso Aci Ayang,2rb+ terjual,Kab. Garut,4.9
628,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
629,"seblak ceker 250 gr pedas daun jeruk, gurih,cemilan bikin nagih",Rp9.999,aghniya,60+ terjual,Tangerang Selatan,4.8
630,SIOMAY KERING MINI 1Kg BASO ACI SEBLAK BANDUNG ISIAN BASO ACI,Rp30.000,Uai Food,80+ terjual,Surabaya,4.9
631,siomay mini kering 1kg / gurilem toping seblak baso aci cuanki,Rp25.000,CuankiCulametan,100+ terjual,Kab. Garut,4.9
632,Bakso Aci Instan Murah Asli Bandung Frozen Baso Cilok Kuah Kenyang,Rp5.702,Berkah Food Bandung,10rb+ terjual,Cimahi,4.9
633,Cuanki Pangsit kering Segitiga Cipet isi 100 toping seblak baso aci,Rp31.000,CuankiCulametan,40+ terjual,Kab. Garut,4.6
634,"Seblak Instant ""mBak'Well""",Rp15.000,Welly Mart,100+ terjual,Tangerang Selatan,5.0
635,cireng kuah seblak pedas,Rp13.000,CemilanJoss,,Bekasi,
636,basreng pedas daun jeruk 5000 seblak bareng khas Bandung stik basreng,Rp3.000,Tiga putri77,100+ terjual,Kab. Bandung,4.9
637,(MURAH!!) Seblak Pedas Rasa Pedas Daun Jeruk,Rp11.999,Gracia Malang,16 terjual,Malang,5.0
638,Seblak Instan Kopma BS UPI,Rp15.000,Kopma Bs UPI,60+ terjual,Bandung,5.0
639,SOUN SEBLAK GEPREK SAMI ROAS - SOUN GEPREK - SOUN MIE,Rp16.900,sinergi snack,1 terjual,Depok,5.0
640,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
641,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
642,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
643,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
644,seblak instan jeletot jajanan hits bandung 1 porsi,Rp4.180,tokomakanankalimantan,1rb+ terjual,Jakarta Barat,4.8
645,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
646,KERUPUK SEBLAK PEDAS / KRUPUK SEBLAK KERING DAUN JERUK PEDES,Rp25.000,LEGIT SNACK,24 terjual,Jakarta Barat,5.0
647,Kerupuk Seblak / Seblak / Kering Pedas /,Rp9.800,Anggris store,40+ terjual,Kab. Bogor,4.8
648,"siomay kering bandung 500 gr. untuk baso aci, seblak ,mie ayam dll",Rp14.999,aghniya,750+ terjual,Tangerang Selatan,4.9
649,"BATAGOR MINI KERING 100 PCS TOPING BASO ACI, SEBLAK DAN MIE INSTAN",Rp8.000,global cookware1,500+ terjual,Jakarta Barat,4.9
650,Seblak RAFAEL | Seblak MAMANG RAFAEL | Seblak Viral,Rp40.000,Naturally Plus Jakarta,100+ terjual,Kab. Tangerang,5.0
651,Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,Rp20.000,KRIUK JAYA,26 terjual,Jakarta Barat,4.9
652,Krupuk seblak mawar rafael pedas 500gr,Rp20.000,Markas Makaroni,100+ terjual,Kab. Bekasi,4.9
653,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
654,Krupuk seblak mawar rafael pedas 250gram,Rp12.500,Markas Makaroni,100+ terjual,Kab. Bekasi,4.7
655,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
656,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
657,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
658,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
659,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,Rp4.550,ivy's-kitchen,500+ terjual,Kab. Tangerang,4.7
660,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
661,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
662,Seblak Instan Komplit Pedas Gurih Nikmat,Rp5.999,Baso Aci Ayang,2rb+ terjual,Kab. Garut,4.9
663,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
664,"seblak ceker 250 gr pedas daun jeruk, gurih,cemilan bikin nagih",Rp9.999,aghniya,60+ terjual,Tangerang Selatan,4.8
665,KERUPUK MENTAH BULAT PUTIH KERUPUK IKAN KERUPUK SEBLAK 1 KG - 250 GRAM,Rp9.000,Rempah Bu Risma,30+ terjual,Kab. Bekasi,5.0
666,Kerupuk seblak pedas 500 Grm / kerupuk seblak pedas kencur,Rp22.500,adistri snack,,Kab.Ciamis,
667,Seblak Merah Pedas / Kerupuk Bawang Oleh Oleh Bandung Odjolali,Rp9.000,The Little Snacks,500+ terjual,Tangerang Selatan,4.9
668,kerupuk seblak pedas 1/2 kg / kerupuk seblak ½ - Pedas,Rp20.482,Adila_Putri_Snack,100+ terjual,Kab.Ciamis,4.8
669,seblak kencur / okesnack,Rp10.000,oke snack,750+ terjual,Jakarta Selatan,4.9
670,Seblak Sozis Instan Jajanan Hits Bandung 1Porsi Mantap,Rp8.181,BAYSILVER,,Kab. Gresik,
671,PAKET JUMBO KOMPLIT SEBLAK BASO ACI MIE,Rp8.900,Yamyam snacks,30+ terjual,Jakarta Pusat,4.3
672,Seblak Kering Pedas Boboko Snack Lvl 20,Rp20.000,Boboko Snack Oficial,50+ terjual,Kab. Bandung Barat,5.0
673,Kerupuk seblak 1kg pedas daun jeruk murah sebring kerupuk seblak pedas,Rp41.999,Mama anne9,1 terjual,Surabaya,5.0
674,Keripik SEBLAK BANTAT CIKRUH 1 PACK ISI 12 PCS,Rp11.000,RAJA SNACK FOOD,2 terjual,Jakarta Utara,
675,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
676,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
677,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
678,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
679,seblak instan jeletot jajanan hits bandung 1 porsi,Rp4.180,tokomakanankalimantan,1rb+ terjual,Jakarta Barat,4.8
680,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
681,KERUPUK SEBLAK PEDAS / KRUPUK SEBLAK KERING DAUN JERUK PEDES,Rp25.000,LEGIT SNACK,24 terjual,Jakarta Barat,5.0
682,Kerupuk Seblak / Seblak / Kering Pedas /,Rp9.800,Anggris store,40+ terjual,Kab. Bogor,4.8
683,"siomay kering bandung 500 gr. untuk baso aci, seblak ,mie ayam dll",Rp14.999,aghniya,750+ terjual,Tangerang Selatan,4.9
684,"BATAGOR MINI KERING 100 PCS TOPING BASO ACI, SEBLAK DAN MIE INSTAN",Rp8.000,global cookware1,500+ terjual,Jakarta Barat,4.9
685,Seblak RAFAEL | Seblak MAMANG RAFAEL | Seblak Viral,Rp40.000,Naturally Plus Jakarta,100+ terjual,Kab. Tangerang,5.0
686,Kerupuk SEBLAK MAWAR Rafael - Cikruh Daun Jeruk,Rp20.000,KRIUK JAYA,26 terjual,Jakarta Barat,4.9
687,Krupuk seblak mawar rafael pedas 500gr,Rp20.000,Markas Makaroni,100+ terjual,Kab. Bekasi,4.9
688,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
689,Krupuk seblak mawar rafael pedas 250gram,Rp12.500,Markas Makaroni,100+ terjual,Kab. Bekasi,4.7
690,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
691,Seblak Instan Ceu Nthien Khas Bandung Rasana Ngeunah Pisan,Rp15.000,Central Seblak Nusantara,2rb+ terjual,Tangerang Selatan,4.9
692,seblak instant sajodo snak,Rp19.000,hikmah berkah jaya,750+ terjual,Jakarta Barat,4.8
693,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
694,PROMO !!!! Seblak Instan Beli 20 free 1 Murah Enak,Rp4.550,ivy's-kitchen,500+ terjual,Kab. Tangerang,4.7
695,Gelifood Seblak Instan Kerupuk Mawar Bumbu Kencur Rafael Pedas Gurih,Rp13.000,Lidigeli,100+ terjual,Kab. Garut,4.9
696,Seblak Instan Pedas Home Made,Rp3.500,the Dhecip,2rb+ terjual,Tangerang Selatan,4.8
697,Seblak Instan Komplit Pedas Gurih Nikmat,Rp5.999,Baso Aci Ayang,2rb+ terjual,Kab. Garut,4.9
698,"seblak kering pedas 250 gr/seblak kencur/kerupuk seblak,enak dan gurih",Rp9.999,aghniya,250+ terjual,Tangerang Selatan,4.8
699,"seblak ceker 250 gr pedas daun jeruk, gurih,cemilan bikin nagih",Rp9.999,aghniya,60+ terjual,Tangerang Selatan,4.8
